star_score,reple
9,부천에서랑 이번에 두번 봤는데 두번 다 마지막 장면에서 울컥했어요. 차가웠던 방 한 구석에 늦은 오후 햇살이 비치는 듯한 느낌. 그 때는 몰랐기에 돌이켜보면 아련하고 아쉽고 그래서 슬픈..
성혜의 나라
10,"사회가 주입한 현실, 사회가 주입한 꿈보다 차라리 아무것도 선택하지 않는 것이 행복인 현세대를 적나라하게 보여준다."
9,우리 청년 세대가 병들지 않고 살아갈 수 있는 날이 올까. '나는 무언가 잘못 되지 않았나' 스스로에게 의문이 생기는 요즘에 공감이 많이 가는 영화였다.
10,뚝심있는 연출이 좋았습니다
10,젊은이들이 어럽게 살아가는 현실과 경제적 어려움으로 극단적인 선택을 할 수밖에 없는 현실이 너무 마음이 짠하다. 내주변에도 어려운 사람이 없는지 생각해 보는 계기도 되었다. 나의 젊은시절을 돌아보게 해주는 좋은영화인데 관객이 없어 아쉬웠고 많은 사람들이 보았으면 좋을것 같다.
10,누가 이 세대들을 이리 아프게 만들었나... 나에게도 성혜였던 시절이 있기에 이 땅의 모든 성혜들에게 이 영화가 따듯한 위로가 되어주었으면 한다.
10,무미 건조한 삶의 선택을 강요당한 회색빛 청춘에 대한 헌시.그래도 저마다의 자전거는 각자의 가진 힘으로 굴러간다.포기만 하지 않으면...
9,현실을 너무 현실적으로 보여준 영화였어요 참 힘들게 사는 우리 세대들이 마지막처럼 평안하게 살았으면 하는 생각이 들어요 힘들겠지만요
10,아무것도 선택하지 않는것을 선택한다....비극적인 장치로 얻은 씨드머니였지만 그렇게라도 생긴씨드머니가 부러운건 저뿐만이었을까요...이런 제가 나쁜걸까요...
10,인상깊고 감명있는 영화입니다
8,성혜의 나라에 함께 살고있는 지금 입니다
소리꾼
10,재밌으면 추천 재미없으면 비추천 눌러주세요좀 있다가 어머니랑 영화 볼려고 해요 어머니께서 엄청 좋아하셨습니다. 부모님이랑 함께 보기 좋은 영화인거 같습니다
10,아.... 내가 판소리를... 보고..눈물을.. 흘릴줄이야....
10,"시사회 보고나서 개봉하고 한번 더 봐야겠다는 생각이 들 정도로 재밌었어요. 초반에는 살짝 지루한 감이 없지않아 있는데 중반부부터는 시간가는줄 모르고 봤네요! 배우님들이 연기도 너무 잘하고 소리도 진짜 너무 좋아요 더운 여름철에 소리꾼으로 귀 정화하는 느낌 입니다..ㅠㅠ 그리고 가장 좋게봤던건 영상미였는데 카메라 구도나 영상색감이 너무 예뻤어요! 리틀포레스트의 초가을 버전 같은 느낌의 색감이라서 좋았고 풍경과 색감,구도가 한데 어우러져서 보는 내내 즐거웠습니다. 꼭 보시기를 추천드릴게요!"
9,오랜만에 눈호강 귀호강  했내요
9,판소리 듣고 울다니 색다른 경험이었습니다
10,살아있다 결백 보다 재밌으면 따봉
10,영화내용도 좋고 이봉근님 소리에 반하고 +몰락양반 김동완님 연기도 영화에 잘 스며든거 같고 감동도 있고 흥했으면 좋겠어요
10,평소 영화를 안 좋아해서 처음에 걱정 많았는데 지루한 부분없이 처음부터 끝까지 재밌게 보고 온 것 같습니다.감동과 재미를 둘 다 잡은 영화인 것 같아요.
10,대사에 어색한 부분이 있지만 모든 것이 용서되는 청이의 연기력! 그리고 두 개의 이야기가 동시에 진행되는 것이 감동을 더함. 만들어가는 이야기의 매력이 철철~~~
10,코로나블루 시대에 이렇게 힐링하고 가네요. 심심한 것 같아도 자극적이지 않은 담백함으로 감동까지 얻어갈 수 있어 가족과 함께 다시 보러 가야겠어요.
쉘부르의 우산
10,영화보고 와이프가 꽂혀서 계속 노래로 대화하네요 10점
10,아련하고 감미로운 영화... 그렇지만 이야기는 지극히 현실적이다.
10,헐리웃 영화에서 느낄수없는 색채와 감성
10,라라랜드가 오마쥬한 작품 그래서 더욱 슬프다 비슷한 엔딩 둘다 너무 현실적이라 응어리진다
9,옛날 영화들이 더 낭만적이다
10,잊을수없는. 그영화..추억 그리고..이쁜영화
10,슬픈러브스토리영화의 종결자!!!!!!!! 이미 게임은 50년전에끝났다
10,아름다운 음악과 스토리..
10,초콜릿같은 영화. 처음은 달고 끝은 쓰디쓰다 추천
10,아직도 영화마지막장면이 아른거리네요 ㅎㅎ 주유소에서 만남..그리고 다시 이별...
아이 캔 온리 이매진
10,아무도 없는 영화관에서 혼자 영화를 본후 끝났는데도 10분동안 자리를 뜰 수 없었다
10,이 한 마디면 됩니다. 주님이 하셨습니다.
10,무교이지만 나의 인생영화이고 그냥 어제 밤에 부모님과 내 꿈에대해 마찰이 있었고 오늘 아침 이 영화를 봤는데 그냥 아무말 없이 울었습니다.
10,인생영화였고 감동그자체였다 그냥예술임
10,크리스천이 아닌 사람에겐 음악영화로크리스천들이겐 회복될 영화로 추천하고 싶다 인생과 음악 그리고 주님의 이야기
10,영화  꼭 보내세요....ㅡㅜ 대박 감동입니당....네이버에서 예매를 못해서 작게 하구나 했는데...CGV 단독...너무 슬퍼 감동...ㅡㅜ
9,제목 보자마자 머시미 생각나서 멜로디를 흥얼거렸는데 진짜 이 노래를 바탕으로한 영화가 나오다니 하며 오늘 바로 엄마랑 봤습니다.음악의 힘 그리고 하나님의 힘이 얼마나 대단한지 느끼는 그런 영화였습니다
10,올해 최고의 은혜~~~
10,주위사람들에게 추천해주고 싶은 영화네요 :) ost 진짜 최고..ㅠㅠ 소향버젼 다시 찾아 듣고있어요
10,용서에 대한 마음을 일깨워주는 감동의 드라마였습니다.배경음악과 배우들의 연기 그리고 스토리..모든것이 하모니가 잘된 작품이네요~종교영화를 떠나서 훌륭한 작품입니다
프랑스여자
10,어디에서나 이방인일 수밖에 없는 한 여자에 대한 이야기.
6,김지영 참 좋은 배우다 라고 느낀다.
1,"프랑스 여자보다 더 파리지앵 같은 사고 방식을 갖은 한국에 사는 인물들..파리에서 10년을 넘게 살았고 위대한 연극 배우가 되겠다고 유학을 떠났던 프랑스 여자는  삶 자체에 자유와 예술을 향한 어떤 흔적도 없고 남편에게 너 때문에 인생 망했어, 너때문에 모든걸 포기했는데 사랑이 어떻게 변하니~이렇게 예술과 자유, 파리지앵을 꿈꾸며 떠났다고는 생각할수 없는 태도로 일관된 프랑스 여자.... 한국에 대한  회상이나 무의식적 세계에서도 못이룬 후배와의 사랑이나 과거에 대한 죄의식으로 가득찬...답답한 모습~ 이것이 감독의 연출이었다면  어쩔수 없지만 과연 프랑스 여자를 통해서 무엇을 말하고 싶었던 것인지 참... 여기서 프랑스 여자는 담배 피는 여자를 말하는 것일까 하는 헛웃음도 나온다, 프랑스라는 자유와 파리라고하는 예술의 세계를 동경해서 10년을 살았는데  오히려  한국에 사는 사람들보다 더 타인에게 의존하고 과거에 함볼된 인물이라고... 공감이 안되고 동의하기 어려운 썰이라고 생각한다."
10,한국영화 중 간만에 인상깊게 본 작품. 영화 속의 이미지가 계속해서 떠오른다.
8,한국과 프랑스 어디에도 소속되지 않은 불안한 이방인의 심리가 잘 살아난다. 공통의 기억은 나누지 않고 묵혀둔다면 왜곡되고 망가지는 것 같다. 기억의 관계가 가진 소중함을 생각한다.
1,그래서 영화가 말하는게 뭔데??
1,"솔직히 너무 별로였음.. 예술영화나 감각적 영화 즐겨보는 편인데.. 가장 별로였던 점은 스토리랑 감정에 개연성이 너무 없음. 캐릭터들이 갑자기 화내고, 갑자기 분노하고.. 젤 중요한 감정들이 다 뜬금포임. 이건 기본아닌가..? 싶은 지점들이 너무 어설픔.. 글고 2020년 현재.. 술자리에서 남사친이 여사친한테 장난으로 뽀뽀하는 장면이 영화인/연극인들이라는 이유로 웃어넘겨지는 장면이 나오는게 너무 황당하고 어이없고 불쾌했음. 더군다나 이렇게 미묘한 감각을 다루는 영화에서. 난 30대 여성이지만 정말 흠.. 할말하않"
4,서울대입구 롯시] 6월6일 생애 최초로 극장 옮겨 영화 2편 봤는데 그 중 첫 번째 영화였다. 영화제가 좋아할 만한 느낌의 영화다. 특별한 주제의식도 없이 어떻게 느낄지는 관객마음 이라는 컨셉의 영화같다. 전체적으로 공허하고 우울한 느낌이 들었다. 극중 인간관계서도 인스턴트 느낌이 많이 났다. 푸석거리는 느낌이랄까? 배우들은 열심히 &#39;연기&#39;하려는거 같았고 OST는 없었다. 꽤 지루했다.
10,"지나온 날들이 나를 괴롭힐 때 위안이 되어줄 영화. 한 편의 소설 같기도, 연극 같기도 한 영화. 겹겹이 쌓인 스토리 구조가 매력적이다."
1,프랑스여자건 한국여자건 자신에 함몰돼 사는 흥미없는여자
16세의 사운드트랙
6,공감성 수치를 불러일으키는 16세의 기억들
9,독일식 영어에 때묻지않은 이팔청춘에 조으네
9,저격당했다 내 취향도 내 과거도난 왜 이렇게 이 영화가 사랑스럽지ㅠ?하나부터 열까지 다 내 얘기 같아서 공감되는 이야기들특별하고 싶었지만 튀고 싶지 않았던 사람들이라면 메이지와 벤의 심정을 이해하게 될 거다
기억의 전쟁
9,놓치기에는 선명한 아픔입니다. 많은 한국사람이 보았으면 좋겠어요...
10,좋은 다큐였습니다 :) 생각이 많아졌어요.
9,내용적으로 베트남전쟁 당시의 학살피해 생존자들의 이야기를 담고 그 이후 한국&베트남의 사람들의 기억을 바라볼 수 있었다. 그리고 도대체 누가 피해자인가에 대한 생각을 할 수 있었던 것 같다.
7,국적을 넘는 연대의 기록. 맹목적 애국의 울타리를 넘으면 보이는 곳에는 사람이 있다. 다큐로서의 연출은 조금 아쉬운편.
8,"일본군 &#39;위안부&#39;의 피해자 할머님들과 베트남전쟁의 피해자 분들이 한 자리에 모여 전쟁의 아픔과 피해에 대해 이야기 할때 기분이 묘했습니다. 우리나라는 전쟁의 피해를 받기도 했지만, 피해를 주기도 했었다는 역사를 잊지 않겠습니다."
10,우리나라는 피해자라고만 생각했다가 영화를 보며 우리나라가 가해자였던 나라의 입장을 보니 머릿 속에 많은 감정이 겹치는 영화 너무 잘봤습니다
10,"외화획득 혹은 돈을 번 전쟁으로만 우리에게 인식되든 베트남 전쟁. 그 이면에는 무엇이 있을까? 바로 한국군의 민간인 학살이 있었다. 당시 한국군 자행한 민간인 학살을 겪었던 피해자는 그 상처를 기억하지만, 참전했던 용사들은 역사적 사실을 부정하고자 한다. 누구의 의견이 맞는걸까? 이 작품을 만든 이길보라 감독은 양측의 입장을 보여주며 영화를 이끌어 나간다. 확실한건 당시 한국군에 의해 피해를 본 민간인들이 지금도 두눈뜨고 멀쩡히 살아있다는 사실이다. 민간인 학살 피해자들이 외치는 목소리를 단순히 증거부족으로 외칠 수 있을까? 영화를 보며 이 질문에 대해 여러번 생각하게 된다. 왜 민간인 피해자들이 아직도 눈물을 흘리는 지를 알고 싶으면 꼭 보아야할 영화가 아닐까 생각해보게 된다."
6,"아프지않고 억울하지않은 전쟁이 어디있을까? 단지 , 군인이아닌 민간인 학살같은경우는 가해국과 피해국모두 진심어린해결방법을 찾는모습이 좋을것이다. 그런데 ,베트남은 캄보디아 ,라오스나 미얀마등에 행한 학살및 진행중인 인권침해및차별에대한 책임은 지고있는지 반문해봐야하지않을까"
10,"농인인 아저씨가 자기만의 수화로 그곳에서 일어난 참상을 설명했을 때, 나는 그걸 다 알아들을 수 있었다."
10,"희생자의 기억과 참전자의 기억 간의 전쟁. 희생자의 기억 속에서는 아직도 사그라들지 않는 전쟁. 러닝타임이 짧고, 고증보다는 정서에 집중하였기 때문에 아주 훌륭한 다큐멘터리를 기대하기는 힘들지만 중요한 메세지를 상기하고 있다는 점에서 잘 보았습니다."
내일을 위한 시간
10,호평일색인   내일을 위한 시간 영화 좀 보자 상영관  좀 줘  .. 쓰레기  기업 씨제이 롯데  처 망해야 하는데  ㄴ ㅁ
9,치토스에 길들여진 우리에게 아이비를 맛보여주다.
8,알량한 힐링이 아니라 추운 현실에서도 존엄 찾기
9,"현실의 불행이 삶의 행복을 만들 수도 있다는 것. 그러나 이 삶의 역설은 거저 주어지는 게 아니라, 우리가 잘 싸울 때 얻을 수 있는 것."
7,다른점들은 다른 분들이 다 써주셨으니 저는 이 말을 꼭 해야겠습니다. 남편이 진짜 벤츠남입니다. 대박멋짐
9,산드라는 자신에게 던져진 가혹한 현실 앞에 내 일(my job)을 위한 시간이 간절했다 그 시간은 결국 그녀의 내일(tomorrow)을 위한 시간이기도 했으니까..꼬띠아르 연기는 산드라 그 자체.
10,&lt;카트&gt;가 좋은 영화가 아니라 잘못된 영화임을 알게해줬다. 노동자는 약자가 아니다. 우리 자신이다. 노동자를 약자로 규정하는 순간 상위와 하위 계급으로 나뉜다. 다르덴은 우리 모두는 동등한 존재인데 차별 받을 수도 있음을 알라고 말한다.
10,"여보, 우리 잘 싸웠지? 나 행복해.대사 한줄에 요약된 영화의 주제, 감독의 메시지 그리고... 내일도 이어질 우리의 삶."
